MEM = MEAN
TIME = 130625/0000
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
157.58,13837.52,-60.59,-69.74,279.50,17.59,-5.68
145.49,14334.49,-60.34,-72.41,279.18,16.59,-5.49
134.34,14832.07,-59.69,-76.94,285.88,15.85,-4.25
124.06,15329.91,-59.69,-82.86,289.35,16.85,-3.56
114.57,15825.68,-61.01,-88.66,287.58,16.72,-4.03
105.81,16316.80,-63.19,-92.61,283.83,14.54,-5.32
97.74,16801.32,-66.18,-91.34,279.34,8.53,-6.56
90.29,17277.82,-69.54,-87.91,259.66,3.10,-6.90
83.42,17750.84,-68.59,-86.22,246.49,3.01,-6.18
77.08,18230.21,-63.41,-86.56,250.21,1.80,-5.18
71.23,18720.65,-58.29,-87.57,52.46,2.97,-4.41
65.84,19219.15,-55.64,-88.34,51.26,8.68,-3.59
60.86,19720.10,-55.31,-88.84,57.02,11.82,-2.35
56.27,20218.65,-56.80,-89.29,60.89,10.08,-0.98
52.03,20713.30,-57.70,-89.49,62.53,9.74,0.16


MEM = 016
TIME = 130625/0200
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
970.93,-999.00,27.88,18.14,160.23,5.39,-999.00
967.76,343.95,28.56,17.93,155.41,6.34,0.27
959.84,417.21,29.43,17.07,163.68,9.99,1.41
949.12,517.26,29.05,16.17,168.27,12.01,2.81
935.64,644.63,28.11,15.42,172.57,13.24,4.21
918.89,804.64,26.73,14.78,177.87,13.93,5.32
897.99,1007.65,24.99,13.80,183.83,14.29,6.56
872.92,1255.66,23.16,11.17,190.40,14.34,8.30
847.79,1509.51,22.26,2.03,202.07,14.83,9.56
824.48,1750.90,22.10,-17.86,210.23,14.34,9.80
801.25,1997.89,21.40,-26.90,213.02,13.34,9.22
777.99,2251.43,20.45,-19.65,213.84,12.91,7.75
744.70,2628.47,18.50,-15.39,221.90,11.39,4.36
702.40,3125.28,15.29,-19.81,241.83,10.13,0.13
662.09,3620.83,10.87,-16.25,256.44,9.40,-1.76
623.66,4114.48,6.37,-12.57,258.49,8.78,-0.46
587.05,4606.01,1.83,-12.67,250.70,7.15,2.54
552.19,5095.20,-2.70,-12.30,238.16,6.25,4.44
519.04,5582.16,-7.01,-13.80,242.02,11.71,3.36
487.52,6067.03,-11.19,-16.15,243.23,19.19,0.25
457.57,6550.73,-14.60,-16.73,252.82,22.73,-2.37
429.12,7034.79,-17.18,-19.47,261.79,20.92,-3.28
402.10,7519.26,-20.45,-22.89,265.18,17.34,-3.07
376.49,8003.21,-24.04,-27.68,259.42,15.12,-2.54
352.19,8486.59,-27.40,-33.97,244.30,14.27,-1.47
329.17,8969.88,-30.64,-41.57,229.83,14.54,0.05
307.35,9453.28,-34.02,-46.73,226.40,15.63,1.08
286.70,9936.35,-37.88,-48.89,235.06,18.65,1.50
267.15,10418.32,-42.14,-52.01,242.69,22.13,2.20
248.67,10898.95,-46.29,-55.18,247.58,23.30,3.42
231.20,11379.39,-49.55,-58.49,252.44,23.22,4.07
214.70,11861.21,-52.36,-62.71,256.52,20.45,3.22
199.12,12345.46,-54.83,-66.95,267.37,15.12,1.55
184.43,12833.75,-56.42,-68.29,283.45,15.54,0.31
170.58,13327.28,-58.11,-69.29,287.79,17.65,0.01
157.57,13825.49,-59.13,-70.96,283.99,17.25,0.53
145.48,14324.80,-59.75,-73.19,277.79,15.82,1.21
134.33,14822.18,-60.39,-76.35,273.16,15.10,1.40
124.05,15317.70,-60.94,-80.90,271.66,15.60,1.08
114.56,15810.78,-62.02,-86.32,270.69,15.61,0.56
105.81,16300.60,-63.25,-88.39,274.10,13.56,-0.31
97.73,16787.37,-64.13,-87.29,288.68,9.03,-1.68
90.29,17270.27,-66.02,-86.40,314.66,3.94,-2.92
83.41,17750.70,-65.65,-86.17,317.29,2.75,-3.34
77.08,18233.06,-63.70,-86.78,307.51,1.90,-3.03
71.23,18718.32,-62.43,-87.84,309.04,0.98,-2.41
65.83,19204.63,-62.02,-88.89,17.90,0.19,-1.87
60.86,19689.35,-62.97,-89.68,191.97,0.74,-1.67
56.27,20172.83,-62.19,-90.29,231.06,5.22,-1.55
52.03,20655.40,-62.78,-90.40,107.50,1.47,-0.97


MEM = 017
TIME = 130625/0200
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
972.10,-999.00,28.02,19.56,178.30,4.92,-999.00
968.83,344.01,28.70,19.36,172.17,5.82,0.33
960.90,417.37,29.03,18.81,178.64,9.25,1.24
950.17,517.47,28.56,18.14,182.89,11.77,1.75
936.65,644.92,27.65,17.43,186.14,13.41,1.58
919.87,805.04,26.31,16.71,189.37,14.61,0.66
898.91,1008.18,24.47,16.02,192.91,15.46,-0.97
873.78,1256.40,22.24,14.94,194.40,15.78,-1.93
848.51,1510.70,19.84,14.34,195.76,15.41,-0.95
825.02,1752.43,18.77,8.06,207.91,15.42,0.44
801.63,1998.84,18.46,-3.49,215.24,14.57,0.69
778.33,2250.94,18.09,-13.22,214.42,12.32,0.44
745.02,2626.76,18.11,-17.46,216.69,9.87,0.48
702.69,3123.67,15.62,-16.92,230.73,8.21,0.36
662.32,3620.68,11.49,-10.78,244.47,7.86,-0.87
623.84,4116.11,6.90,-9.79,249.52,7.95,-3.02
587.18,4609.07,2.22,-10.28,251.40,7.63,-4.55
552.30,5099.54,-2.08,-13.04,250.53,9.86,-4.38
519.14,5588.33,-5.47,-18.38,250.22,13.93,-2.77
487.63,6076.06,-9.09,-23.14,252.93,16.01,-0.64
457.69,6562.42,-13.06,-27.11,258.16,16.41,0.92
429.26,7047.37,-16.85,-31.98,259.49,17.54,0.80
402.27,7531.46,-20.26,-42.76,258.78,18.68,-0.90
376.67,8015.43,-23.36,-62.69,255.24,18.07,-2.79
352.38,8499.47,-26.81,-71.40,245.94,16.96,-3.98
329.35,8983.01,-30.67,-64.31,234.85,17.40,-4.68
307.53,9465.62,-34.63,-61.69,229.08,18.23,-5.05
286.87,9947.35,-38.51,-60.43,229.73,17.74,-4.56
267.31,10428.37,-42.40,-57.73,235.08,16.22,-2.64
248.81,10908.58,-46.43,-56.46,242.07,15.71,0.23
231.33,11388.30,-50.11,-59.05,247.71,17.56,2.71
214.82,11868.96,-52.90,-63.58,251.94,19.18,3.48
199.23,12352.24,-55.21,-67.32,261.35,18.34,2.58
184.53,12839.08,-57.37,-68.81,273.83,18.16,1.43
170.67,13331.16,-58.48,-69.84,276.30,19.21,1.05
157.66,13829.27,-58.89,-71.55,272.41,19.17,1.12
145.56,14329.00,-59.68,-74.06,268.76,16.95,1.17
134.40,14825.80,-61.03,-77.03,271.85,13.90,1.26
124.11,15319.05,-62.31,-80.92,280.79,11.54,1.55
114.61,15809.07,-63.37,-86.41,286.85,10.49,1.84
105.85,16295.89,-64.57,-91.00,288.39,9.98,1.52
97.77,16778.90,-66.15,-88.27,286.15,7.41,0.16
90.32,17258.36,-67.08,-85.88,277.59,2.50,-1.80
83.44,17739.01,-64.53,-85.94,207.83,1.12,-3.62
77.10,18226.95,-60.14,-86.89,218.84,0.90,-4.92
71.24,18723.04,-56.79,-87.90,344.49,1.72,-5.47
65.85,19223.94,-55.20,-88.73,6.19,4.99,-5.11
60.87,19725.77,-55.14,-89.33,20.58,8.53,-4.01
56.27,20225.39,-56.21,-89.61,36.72,12.07,-2.47
52.03,20719.85,-58.64,-89.85,52.13,15.99,-0.59


MEM = 018
TIME = 130625/0200
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
972.83,-999.00,27.76,19.11,184.20,4.73,-999.00
969.47,343.99,28.61,18.90,186.41,5.88,-0.26
961.53,417.29,28.79,18.67,185.75,9.54,-0.72
950.79,517.37,28.37,18.36,184.74,12.35,-1.57
937.26,644.84,27.43,18.01,185.03,14.14,-2.92
920.45,805.06,26.08,17.59,189.00,15.29,-4.76
899.47,1008.43,24.37,16.96,195.27,15.88,-6.47
874.29,1256.98,22.72,14.52,204.00,16.10,-7.10
849.07,1511.46,22.09,6.42,214.45,16.97,-6.57
825.67,1753.60,21.94,-3.76,220.44,17.76,-5.85
802.33,2001.59,21.67,-8.13,218.76,16.86,-5.97
779.01,2256.30,20.89,-7.76,217.04,14.07,-7.00
745.61,2634.65,18.74,-9.10,222.26,11.47,-8.91
703.20,3132.85,15.35,-11.10,235.25,11.19,-11.11
662.78,3630.01,11.28,-9.75,247.29,10.33,-12.40
624.27,4125.25,6.78,-11.20,250.76,9.57,-12.82
587.61,4617.84,2.30,-14.52,249.41,10.29,-14.31
552.74,5107.88,-2.08,-16.70,250.90,12.70,-18.65
519.56,5595.86,-6.13,-18.74,250.89,15.63,-24.51
488.02,6082.91,-9.37,-20.70,251.50,17.27,-28.45
458.04,6570.05,-12.33,-23.36,254.01,16.54,-28.71
429.58,7056.93,-15.93,-27.62,257.81,15.36,-26.93
402.56,7542.37,-20.15,-33.64,259.82,16.21,-25.34
376.92,8025.97,-24.25,-40.67,259.68,16.87,-23.54
352.61,8508.47,-27.81,-48.80,257.84,15.89,-20.23
329.57,8990.90,-31.02,-54.91,253.17,14.87,-16.10
307.73,9473.57,-34.42,-52.87,248.77,15.44,-12.80
287.05,9955.93,-38.31,-51.33,247.47,17.21,-10.61
267.48,10437.38,-42.38,-53.92,247.06,18.55,-8.86
248.97,10918.37,-45.89,-59.21,247.45,19.79,-7.38
231.47,11400.48,-48.56,-63.63,250.18,20.61,-6.43
214.95,11884.65,-51.37,-64.41,260.81,17.99,-5.86
199.35,12370.56,-54.51,-65.37,289.99,16.04,-5.26
184.63,12857.58,-58.09,-66.34,310.04,15.10,-4.46
170.76,13346.58,-60.62,-67.43,305.27,12.96,-2.87
157.74,13839.79,-61.17,-68.70,284.68,14.10,-0.25
145.64,14334.81,-61.63,-71.44,269.14,16.87,1.98
134.47,14827.93,-62.41,-75.48,263.34,17.42,2.51
124.17,15319.32,-62.72,-80.43,267.95,15.54,1.57
114.67,15810.00,-62.59,-86.87,275.80,10.90,0.07
105.90,16299.08,-63.62,-89.71,283.65,6.32,-1.55
97.81,16784.62,-65.15,-87.45,293.91,1.57,-3.06
90.35,17267.49,-65.38,-85.91,315.06,0.49,-3.92
83.47,17752.73,-62.54,-85.82,272.54,4.01,-3.88
77.12,18243.63,-59.86,-87.06,261.45,7.04,-3.39
71.26,18737.99,-58.87,-88.44,250.01,7.28,-3.04
65.86,19233.63,-57.99,-88.97,241.51,3.77,-2.97
60.88,19729.81,-57.60,-89.08,49.11,4.25,-2.74
56.28,20224.83,-58.10,-89.28,61.08,11.89,-1.83
52.04,20717.38,-58.80,-89.31,87.25,16.05,-0.43


MEM = 019
TIME = 130625/0200
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
972.26,-999.00,27.80,18.35,181.45,5.61,-999.00
968.99,343.95,28.51,18.14,181.87,6.89,-0.33
961.07,417.17,29.01,17.64,179.75,11.15,-0.81
950.34,517.17,28.71,17.06,179.47,13.81,-1.51
936.82,644.54,27.76,16.60,180.30,15.31,-2.49
920.05,804.58,26.32,16.08,182.09,16.07,-3.74
899.10,1007.55,24.70,14.33,185.80,16.39,-4.89
874.01,1255.47,23.17,10.98,194.10,15.95,-5.37
848.86,1509.45,22.80,1.62,205.29,15.01,-5.37
825.50,1751.48,22.74,-9.58,207.65,13.06,-5.37
802.18,1999.43,21.62,-8.78,205.25,11.70,-5.24
778.87,2253.75,20.34,-7.82,211.68,11.08,-4.39
745.50,2631.28,18.25,-9.52,225.21,9.62,-1.85
703.09,3128.39,14.55,-8.24,232.66,8.54,1.95
662.67,3624.16,10.28,-8.47,250.93,8.13,5.88
624.17,4117.74,5.92,-10.81,252.52,8.80,9.27
587.52,4608.87,1.41,-11.59,252.05,8.84,10.68
552.63,5097.77,-2.89,-12.24,250.05,8.81,8.62
519.44,5584.98,-6.78,-13.42,247.82,10.33,3.23
487.88,6070.95,-10.43,-16.41,249.81,13.72,-2.73
457.90,6556.73,-13.00,-21.38,251.26,14.25,-5.33
429.44,7043.09,-15.85,-26.88,249.93,10.63,-3.30
402.42,7528.88,-19.82,-32.27,248.46,9.47,0.80
376.79,8013.12,-23.82,-44.14,255.31,13.22,4.34
352.49,8496.75,-26.95,-53.42,258.78,16.00,6.60
329.46,8980.80,-30.16,-48.27,253.95,16.66,7.34
307.63,9464.95,-33.80,-47.66,247.92,16.70,6.61
286.95,9948.51,-37.73,-48.85,246.14,16.87,5.44
267.38,10430.94,-41.96,-50.85,245.52,16.93,5.05
248.88,10911.89,-46.31,-53.99,245.30,16.90,5.54
231.38,11391.80,-50.16,-58.70,248.68,18.23,5.81
214.86,11872.10,-53.29,-63.21,256.72,18.76,4.76
199.27,12354.25,-55.95,-67.76,272.24,16.74,2.44
184.56,12840.07,-57.66,-70.07,280.38,17.08,0.22
170.70,13331.34,-59.01,-70.73,277.49,18.40,-0.50
157.68,13827.87,-59.86,-71.31,274.79,19.12,0.13
145.58,14325.84,-60.36,-73.20,275.45,17.28,0.96
134.42,14821.97,-61.05,-76.60,277.58,15.01,1.25
124.12,15315.70,-62.02,-82.11,277.39,14.54,0.70
114.63,15806.56,-63.07,-89.89,279.81,14.80,-1.17
105.87,16295.70,-63.02,-90.18,290.01,10.60,-4.24
97.78,16783.36,-63.84,-87.51,317.21,4.04,-7.22
90.33,17269.59,-63.70,-86.47,350.89,4.05,-8.73
83.45,17757.77,-61.58,-86.45,2.62,5.46,-8.52
77.10,18250.28,-59.32,-86.89,27.49,6.73,-7.16
71.25,18745.47,-58.55,-87.48,48.23,6.92,-5.24
65.85,19241.48,-57.84,-88.21,62.83,4.95,-3.16
60.87,19738.54,-56.81,-88.93,71.73,4.08,-1.34
56.27,20236.27,-56.35,-89.22,92.54,6.78,-0.15
52.03,20732.53,-57.11,-88.99,113.79,12.49,0.31


MEM = 020
TIME = 130625/0200
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
971.40,-999.00,27.87,17.04,173.39,6.71,-999.00
968.05,343.90,28.49,16.83,169.11,7.64,0.15
960.12,417.03,29.11,16.22,173.64,11.60,0.97
949.43,516.88,28.81,15.46,176.14,14.41,1.75
935.94,644.07,27.97,14.64,178.08,16.17,2.16
919.20,803.87,26.63,13.92,181.56,17.24,2.26
898.31,1006.61,24.79,13.13,184.57,17.54,2.68
873.24,1254.25,22.90,10.49,189.94,17.33,4.11
848.10,1507.70,21.94,1.06,198.82,16.95,5.73
824.78,1748.68,21.31,-12.88,204.36,16.24,6.36
801.51,1995.39,20.41,-10.37,205.37,14.43,6.34
778.21,2249.02,19.93,-7.46,204.23,11.63,6.40
744.87,2626.47,18.19,-8.45,213.66,9.23,6.88
702.50,3123.62,14.83,-12.06,229.30,8.24,8.14
662.14,3619.49,10.85,-13.53,239.47,8.18,9.91
623.69,4113.29,6.27,-13.81,245.48,8.62,11.13
587.07,4604.61,1.77,-14.80,241.49,9.23,10.97
552.23,5094.10,-2.05,-15.63,239.59,11.28,8.92
519.08,5583.00,-5.11,-18.41,243.57,14.50,5.55
487.57,6071.92,-8.17,-21.33,240.27,16.48,2.74
457.64,6560.46,-11.81,-23.30,238.55,15.70,2.60
429.20,7047.74,-15.98,-24.68,243.42,12.51,5.77
402.19,7533.15,-20.27,-27.42,246.36,11.37,10.20
376.57,8017.01,-24.03,-32.93,244.72,13.03,12.78
352.28,8500.43,-27.17,-40.71,245.77,15.20,12.41
329.25,8984.41,-30.09,-46.70,247.65,17.55,10.25
307.43,9468.90,-33.50,-48.20,248.84,20.40,7.70
286.76,9952.93,-37.52,-51.08,250.17,22.68,5.59
267.21,10435.73,-41.76,-55.59,252.38,23.51,4.08
248.72,10917.40,-45.74,-58.31,256.96,22.99,2.78
231.24,11399.24,-48.87,-60.36,265.27,21.60,1.24
214.73,11883.00,-51.36,-64.48,279.30,19.36,-0.62
199.15,12369.22,-54.15,-70.60,298.30,18.68,-2.37
184.45,12857.68,-57.04,-73.43,304.57,19.83,-3.38
170.60,13349.37,-59.20,-72.52,300.89,18.35,-3.40
157.59,13845.56,-59.89,-71.64,286.69,15.29,-2.79
145.50,14343.51,-60.27,-73.48,263.93,13.12,-2.03
134.35,14839.59,-61.12,-77.76,254.87,13.82,-1.27
124.06,15333.36,-61.83,-83.44,260.97,16.85,-0.65
114.57,15824.91,-62.58,-88.76,268.48,18.11,-0.60
105.82,16313.22,-64.13,-91.23,270.92,13.75,-1.39
97.74,16796.82,-66.11,-88.69,254.44,6.46,-2.78
90.29,17277.68,-65.92,-87.03,194.19,3.37,-4.16
83.42,17760.06,-64.21,-86.92,145.64,4.91,-4.94
77.08,18245.59,-62.54,-87.56,132.64,6.74,-4.82
71.23,18733.70,-61.25,-88.38,121.46,8.23,-3.91
65.84,19224.13,-59.77,-88.98,104.01,9.66,-2.58
60.86,19717.07,-58.22,-89.29,78.61,9.77,-1.27
56.27,20211.11,-57.90,-89.57,43.30,11.05,-0.36
52.03,20702.54,-59.50,-89.86,30.15,12.41,0.12


MEM = MEAN
TIME = 130625/0300
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
973.30,-999.00,26.73,18.51,171.03,5.76,-999.00
969.89,343.82,27.21,18.33,169.05,6.59,-0.18
961.98,416.81,28.07,18.26,174.55,11.20,0.18
951.25,516.67,27.90,18.89,178.51,14.86,1.24
937.69,644.09,26.94,19.36,180.83,16.85,2.66
920.85,804.33,25.60,18.96,183.37,18.13,3.60
899.84,1007.63,24.12,17.23,186.54,18.05,3.75
874.66,1255.95,22.61,13.98,192.59,16.89,3.23
849.42,1510.27,21.32,9.51,203.58,16.14,2.31
825.98,1752.26,20.71,1.90,212.20,15.67,1.75
802.61,1999.49,20.38,-10.69,214.10,14.50,2.04
779.29,2252.71,19.77,-21.76,211.87,12.86,2.68
745.95,2629.13,18.14,-18.27,216.47,9.88,3.53
703.55,3125.70,14.77,-11.59,234.29,7.37,4.91
663.10,3621.96,10.69,-8.01,248.81,6.98,6.68
624.55,4116.68,6.35,-8.70,250.84,7.45,8.06
587.85,4609.10,2.00,-10.96,251.52,8.82,8.61
552.94,5099.29,-2.11,-13.58,254.19,10.99,8.86
519.74,5587.67,-5.95,-17.24,251.26,13.52,9.05
488.19,6074.56,-9.76,-20.45,249.26,15.32,8.91
458.20,6560.18,-13.45,-25.02,253.14,16.33,8.44
429.73,7044.70,-17.08,-31.12,258.19,17.39,7.99
402.71,7528.33,-20.68,-37.92,258.93,17.96,7.59
377.06,8011.31,-24.24,-39.50,255.44,18.17,6.98
352.74,8493.86,-27.80,-40.42,250.61,18.25,6.16
329.68,8976.07,-31.37,-41.13,246.67,18.10,5.43
307.83,9457.97,-34.96,-43.13,243.91,18.00,4.93
287.14,9939.50,-38.65,-46.92,242.90,18.41,4.50
267.56,10420.49,-42.48,-51.49,245.03,18.89,4.01
249.04,10900.96,-46.25,-56.32,250.20,18.59,3.55
231.53,11381.57,-49.57,-61.40,257.54,18.31,3.06
215.00,11863.75,-52.17,-65.13,265.27,19.10,2.36
199.40,12348.82,-54.46,-65.87,271.17,20.28,1.35
184.68,12837.14,-56.97,-65.99,273.41,20.48,0.19
170.80,13328.57,-59.60,-67.45,275.20,18.81,-0.67
157.77,13822.90,-61.21,-70.11,280.40,15.15,-0.81
145.66,14318.89,-60.74,-73.82,286.41,12.44,-0.34
134.49,14815.84,-60.03,-78.98,293.78,11.81,0.34
124.19,15312.57,-60.53,-83.76,302.06,11.64,1.05
114.68,15806.47,-62.03,-88.67,307.51,10.06,1.75
105.91,16295.65,-64.12,-92.43,295.48,6.56,2.35
97.82,16779.20,-66.39,-90.90,223.12,4.01,2.87
90.36,17257.43,-68.17,-88.09,155.90,3.91,3.35
83.48,17733.68,-67.54,-86.76,155.85,5.26,3.65
77.13,18213.87,-64.15,-86.84,139.45,4.84,3.57
71.27,18701.75,-60.23,-87.64,117.92,4.31,3.19
65.86,19196.88,-57.13,-88.46,109.38,4.42,2.67
60.88,19696.21,-55.78,-88.97,115.72,6.37,2.02
56.28,20195.31,-56.45,-89.21,125.16,7.86,1.12
52.04,20690.06,-58.62,-89.43,146.45,11.39,-0.02


MEM = 001
TIME = 130625/0300
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
972.74,-999.00,26.55,18.19,182.42,4.98,-999.00
969.36,343.80,27.18,18.00,182.24,5.56,-0.02
961.44,416.69,27.75,18.00,184.04,9.71,0.47
950.74,516.38,27.59,18.53,185.43,14.06,1.32
937.20,643.60,26.76,18.97,185.99,16.72,2.10
920.37,803.65,25.44,18.79,187.88,18.58,2.08
899.38,1006.80,23.82,17.74,191.88,18.40,1.00
874.20,1255.13,22.41,15.16,198.93,17.43,-0.72
848.95,1509.68,21.28,11.25,207.88,17.38,-2.67
825.50,1752.05,20.55,5.82,215.16,17.36,-4.08
802.12,1999.71,20.05,-2.01,218.28,16.50,-4.03
778.78,2253.13,19.43,-13.13,214.93,15.06,-2.58
745.46,2629.11,18.01,-26.17,208.83,12.05,-0.28
703.14,3124.45,14.66,-24.35,216.71,9.40,1.63
662.78,3619.28,10.71,-14.51,233.26,7.72,2.48
624.30,4113.14,6.28,-9.06,245.56,8.12,2.80
587.62,4605.30,1.76,-8.06,251.82,9.77,3.12
552.70,5095.24,-2.64,-9.52,261.42,10.79,4.16
519.50,5582.98,-6.79,-11.95,267.78,11.72,6.22
487.93,6068.87,-10.57,-16.50,259.31,12.77,8.98
457.96,6553.33,-14.11,-23.01,249.45,13.93,11.81
429.51,7036.80,-17.49,-31.66,251.10,14.53,14.14
402.50,7519.80,-20.76,-38.88,257.05,14.63,15.70
376.88,8002.92,-23.86,-39.10,256.93,15.12,16.47
352.57,8486.51,-27.02,-38.04,250.67,16.36,16.68
329.52,8970.32,-30.45,-40.21,244.00,18.03,16.82
307.68,9453.85,-34.12,-44.99,241.40,19.64,17.14
287.00,9936.70,-38.02,-50.32,243.55,20.33,17.46
267.44,10418.69,-41.97,-54.61,245.80,19.02,17.55
248.93,10900.27,-45.55,-58.03,246.78,16.34,17.22
231.43,11382.84,-48.31,-61.38,253.26,14.30,15.94
214.91,11867.85,-50.69,-63.27,269.70,14.05,13.55
199.31,12355.60,-53.38,-64.19,281.40,15.84,10.88
184.60,12846.10,-55.97,-66.31,283.59,17.38,8.64
170.73,13340.25,-58.10,-68.61,288.62,16.34,6.97
157.71,13838.87,-58.87,-71.74,292.45,12.96,6.07
145.61,14340.28,-58.30,-75.43,293.06,11.22,6.23
134.44,14841.77,-58.43,-80.88,301.84,11.05,7.35
124.14,15341.33,-59.57,-86.36,313.12,11.97,9.02
114.64,15837.00,-61.32,-86.75,321.02,12.30,10.76
105.88,16327.16,-63.84,-91.58,321.92,10.57,12.33
97.79,16810.24,-66.91,-94.52,318.10,6.01,13.58
90.33,17286.21,-69.43,-89.99,176.12,0.82,14.26
83.45,17758.28,-69.70,-88.00,169.10,5.85,13.95
77.11,18232.08,-67.32,-87.49,170.99,7.34,12.39
71.25,18711.88,-63.85,-87.80,145.50,5.32,9.87
65.85,19197.82,-61.25,-88.40,92.73,5.43,7.10
60.87,19688.08,-59.28,-88.75,80.76,7.29,4.50
56.27,20181.67,-57.47,-89.03,82.40,9.41,1.98
52.03,20675.92,-57.73,-89.53,80.72,11.91,-0.63


MEM = 002
TIME = 130625/0300
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
973.64,-999.00,26.94,19.30,181.45,7.04,-999.00
970.24,343.86,27.31,19.15,179.87,7.75,-0.11
962.31,416.94,28.21,18.88,181.11,12.96,0.32
951.56,516.92,28.13,19.09,182.70,16.39,1.33
938.02,644.43,27.13,19.30,183.58,18.14,2.73
921.19,804.73,25.74,18.97,184.06,19.40,4.04
900.17,1008.09,24.29,17.02,185.65,19.70,4.70
874.99,1256.37,23.04,12.61,192.50,17.93,4.47
849.76,1510.71,21.92,8.17,204.98,16.82,3.97
826.33,1752.83,21.28,0.23,210.71,16.50,4.00
802.97,2000.15,20.77,-13.07,208.31,15.13,4.49
779.65,2253.41,19.83,-18.20,205.49,13.49,4.58
746.29,2630.17,18.48,-15.27,217.20,10.40,4.31
703.85,3127.62,15.05,-6.67,248.85,6.66,4.51
663.36,3624.88,10.77,-3.81,267.78,6.40,4.83
624.77,4120.39,6.51,-6.03,266.85,7.16,4.76
588.06,4613.49,2.43,-10.98,261.05,9.35,5.32
553.15,5104.46,-1.31,-16.88,248.66,12.27,7.32
519.96,5593.60,-5.47,-18.50,244.64,14.97,9.04
488.39,6080.71,-9.98,-17.64,256.32,15.24,9.15
458.38,6566.26,-13.70,-19.11,267.96,14.81,9.20
429.88,7051.39,-16.82,-21.22,266.30,13.14,10.02
402.81,7536.54,-20.03,-25.50,257.58,12.03,10.11
377.15,8021.18,-23.56,-34.83,248.30,14.35,8.90
352.82,8504.77,-27.42,-46.93,244.42,17.91,7.82
329.76,8987.09,-31.50,-46.34,243.72,18.53,8.10
307.91,9468.32,-35.43,-43.97,243.89,17.19,9.21
287.21,9948.97,-39.05,-45.81,244.94,16.58,9.40
267.62,10429.38,-42.66,-50.79,246.18,15.89,7.61
249.10,10909.70,-46.23,-56.04,245.75,13.78,4.49
231.58,11390.66,-49.29,-60.36,243.93,12.06,1.40
215.04,11873.73,-51.66,-62.99,247.95,12.86,-1.07
199.43,12359.93,-53.98,-65.72,259.52,15.42,-3.02
184.71,12848.78,-57.01,-67.54,266.79,17.22,-4.24
170.83,13339.40,-60.30,-67.81,268.69,16.99,-4.33
157.80,13831.11,-62.80,-69.54,274.48,14.79,-3.13
145.69,14321.76,-63.76,-72.41,278.84,12.54,-0.80
134.51,14811.98,-62.82,-75.62,278.29,12.55,1.83
124.21,15303.66,-62.11,-80.48,284.40,12.79,3.74
114.70,15794.72,-62.94,-88.05,298.50,12.17,4.74
105.93,16282.64,-64.36,-95.92,301.06,10.56,5.22
97.83,16766.67,-65.79,-91.81,285.30,4.56,5.56
90.37,17246.58,-67.39,-86.98,162.15,5.00,5.90
83.48,17724.45,-66.99,-85.78,180.36,6.55,6.14
77.13,18207.00,-62.73,-86.62,227.37,7.54,5.95
71.27,18700.78,-56.62,-87.99,245.46,7.59,5.07
65.87,19206.63,-51.53,-88.51,118.90,0.84,3.60
60.88,19718.37,-50.70,-88.52,78.35,13.41,1.93
56.28,20226.15,-54.08,-88.77,66.27,19.74,0.42
52.04,20725.56,-57.03,-89.12,44.43,24.52,-0.56


MEM = 003
TIME = 130625/0300
STID = FP1 SLAT = 36.607 SLON = -97.488 MALT = 313.965

PRES, HGHT, TEMP, DEWP, WDIR, WSPD, OMGA
973.66,-999.00,26.66,18.08,165.17,5.42,-999.00
970.18,343.80,27.23,17.88,160.80,6.32,-0.10
962.29,416.73,28.42,17.12,168.87,10.74,0.49
951.60,516.53,28.37,17.46,175.85,14.33,2.07
938.06,643.91,27.48,18.31,179.39,16.73,4.38
921.23,804.19,26.10,18.32,182.19,18.31,6.37
900.20,1007.60,24.42,17.18,184.04,18.61,7.89
875.02,1256.08,22.55,14.94,186.93,18.16,9.45
849.75,1510.57,20.99,11.60,194.14,17.30,11.12
826.27,1752.67,20.17,5.69,204.20,17.28,12.95
